nama,f,m
abulkhaer,0.0,1.0
abun,2.0,3.0
abuna,0.0,1.0
abunadi,0.0,1.0
abunain,0.0,1.0
abunawar,0.0,1.0
abunawas,0.0,2.0
abunawi,0.0,1.0
abung,0.0,1.0
abuno,2.0,2.0
abunur,0.0,1.0
abur,0.0,3.0
aburaerah,0.0,1.0
aburiadi,0.0,1.0
aburizal,0.0,2.0
abusa,0.0,1.0
abusaily,0.0,1.0
abusalam,0.0,2.0
abusikan,0.0,1.0
abusiri,0.0,1.0
abusman,0.0,1.0
abustam,0.0,7.0
abustan,1.0,7.0
abustang,0.0,2.0
abusyairi,0.0,1.0
abut,0.0,3.0
abuwandi,0.0,1.0
abuyaazid,0.0,2.0
abuyazid,0.0,1.0
abuzar,0.0,5.0
abuzhar,0.0,1.0
abva,1.0,0.0
abwa,1.0,0.0
abwabur,0.0,1.0
aby,3.0,48.0
abya,0.0,3.0
abyad,0.0,3.0
abyadi,0.0,1.0
abyaksa,0.0,1.0
abyakta,0.0,4.0
abyamudila,0.0,1.0
abyan,1.0,147.0
abyana,1.0,0.0
abyanal,0.0,1.0
abyand,0.0,1.0
abyandra,0.0,2.0
abyang,0.0,1.0
abyannur,0.0,1.0
abyansyah,0.0,1.0
abyant,0.0,1.0
abyar,0.0,2.0
abyas,0.0,2.0
abyasa,0.0,12.0
abyaz,0.0,17.0
abyazka,1.0,0.0
abydin,0.0,1.0
abye,3.0,4.0
abygail,2.0,1.0
abygaile,1.0,0.0
abygaillena,1.0,0.0
abylysky,0.0,1.0
abynus,0.0,1.0
abysta,0.0,1.0
abystha,0.0,1.0
abyudana,1.0,1.0
abyudi,0.0,1.0
abywdy,1.0,2.0
abyyan,0.0,3.0
abyyasa,0.0,1.0
abyzar,0.0,12.0
abyzhar,0.0,1.0
abzahri,0.0,1.0
abzar,0.0,4.0
abzara,1.0,0.0
abzari,0.0,4.0
abzer,0.0,1.0
abzhar,0.0,1.0
ac,2.0,1.0
aca,3.0,3.0
acacia,1.0,0.0
acacio,0.0,1.0
acah,1.0,1.0
acalanantha,2.0,0.0
acam,0.0,1.0
acang,0.0,1.0
acarya,0.0,2.0
acasa,1.0,0.0
acasya,1.0,0.0
acau,1.0,0.0
acavalo,0.0,1.0
acbar,0.0,2.0
acbarsyah,0.0,1.0
acca,0.0,1.0
accang,0.0,1.0
acce,2.0,1.0
accita,1.0,0.0
acco,0.0,3.0
accong,0.0,2.0
ace,1.0,1.0
acedya,0.0,1.0
acef,0.0,1.0
aceg,0.0,1.0
acek,1.0,0.0
aceliannur,1.0,0.0
acelin,2.0,0.0
aceline,1.0,0.0
acelly,1.0,0.0
acellyn,2.0,0.0
acelyn,2.0,0.0
acen,0.0,1.0
aceng,0.0,12.0
acep,0.0,18.0
acerio,0.0,1.0
ach,0.0,57.0
acha,5.0,1.0
achad,0.0,1.0
achada,1.0,0.0
achadarty,1.0,0.0
achadhita,1.0,0.0
achadi,0.0,2.0
achadie,0.0,1.0
achadiyah,1.0,0.0
achalina,1.0,0.0
achamad,0.0,3.0
achamadt,0.0,1.0
achandriadi,0.0,1.0
achariffien,0.0,1.0
achay,0.0,1.0
achazia,5.0,2.0
achbar,0.0,1.0
achbiansyah,0.0,1.0
achda,3.0,2.0
achdad,0.0,1.0
achdalina,1.0,0.0
achdan,0.0,2.0
achdana,3.0,0.0
achdaninoor,0.0,1.0
achdar,0.0,1.0
achdayani,0.0,1.0
achdayanti,1.0,0.0
achdayati,1.0,0.0
achdiat,1.0,2.0
achdiatul,0.0,2.0
achdin,0.0,1.0
achdiyat,0.0,1.0
achdiyati,1.0,0.0
achdiyatullah,1.0,1.0
achdy,0.0,1.0
achdyat,0.0,1.0
acheira,1.0,0.0
achelsa,1.0,0.0
achelsi,1.0,0.0
achfa,5.0,1.0
achfadz,0.0,1.0
achhiriyah,1.0,0.0
achi,1.0,1.0
achid,0.0,1.0
achiera,7.0,0.0
achifa,2.0,0.0
achika,1.0,0.0
achil,1.0,0.0
achilles,0.0,1.0
achilleus,0.0,2.0
achir,1.0,3.0
achira,1.0,0.0
achiria,1.0,0.0
achirianto,0.0,1.0
achirin,1.0,0.0
achirisa,0.0,1.0
achirisiam,1.0,0.0
achiriwati,1.0,0.0
achiruddin,0.0,3.0
achirudin,0.0,3.0
achirul,2.0,0.0
achirussabaniah,1.0,0.0
achiwan,0.0,1.0
achiyar,0.0,1.0
achiyat,0.0,1.0
achja,0.0,1.0
achjahri,1.0,1.0
achjar,0.0,1.0
achlamy,0.0,1.0
achlan,0.0,1.0
achli,0.0,1.0
achlia,1.0,0.0
achliansyah,0.0,1.0
achma,1.0,0.0
achmad,154.0,4278.0
achmada,0.0,1.0
achmadah,2.0,0.0
achmadal,0.0,1.0
achmadan,1.0,8.0
achmadani,0.0,5.0
achmadannoer,0.0,1.0
achmadansyah,0.0,1.0
achmaddan,0.0,1.0
achmaddany,0.0,1.0
achmaddin,0.0,1.0
achmadi,5.0,127.0
achmadiansyah,0.0,1.0
achmadihas,0.0,1.0
achmadillah,0.0,1.0
achmadin,0.0,7.0
achmadinejad,0.0,2.0
achmadinor,0.0,1.0
achmadio,0.0,1.0
achmadisyah,0.0,1.0
achmadita,1.0,0.0
achmadito,0.0,1.0
achmadnur,0.0,1.0
achmadr,0.0,1.0
achmadriyadi,0.0,1.0
achmadsyah,2.0,41.0
achmadu,0.0,2.0
achmadul,1.0,0.0
achmadun,0.0,5.0
achmady,2.0,9.0
achmadyah,0.0,1.0
achmadyani,0.0,2.0
achmal,0.0,1.0
achmaluddin,0.0,1.0
achmam,0.0,1.0
achman,0.0,1.0
achmaninsyah,0.0,1.0
achmar,1.0,2.0
achmara,0.0,2.0
achmat,1.0,54.0
achmatsyah,0.0,2.0
achmed,0.0,21.0
achmet,0.0,2.0
achmiarty,1.0,0.0
achmid,1.0,5.0
achmida,1.0,0.0
achmiddin,0.0,2.0
achmidinsyah,0.0,1.0
achmidsyah,0.0,1.0
achmidy,0.0,2.0
achmmad,0.0,2.0
achmrisya,1.0,0.0
achmudarris,0.0,1.0
achnaf,0.0,2.0
achnas,1.0,0.0
achnur,1.0,0.0
acho,0.0,4.0
acholis,3.0,0.0
achonk,0.0,1.0
achraf,0.0,2.0
achri,0.0,1.0
achrian,0.0,1.0
achrianti,1.0,0.0
achrianto,0.0,1.0
achril,0.0,1.0
achrom,0.0,1.0
achron,0.0,1.0
achryan,0.0,1.0
achsa,1.0,0.0
achsan,2.0,9.0
achsana,1.0,0.0
achsanah,1.0,0.0
achsani,1.0,5.0
achsanudin,0.0,1.0
achsanul,0.0,3.0
achsanuttaqwim,0.0,1.0
achsar,1.0,1.0
achsata,0.0,1.0
achsin,0.0,3.0
achtara,0.0,1.0
achtari,2.0,0.0
achtri,0.0,2.0
achumar,0.0,1.0
achwal,0.0,1.0
achwan,0.0,8.0
achwanda,1.0,0.0
achwani,0.0,2.0
achwat,1.0,0.0
achwen,0.0,1.0
achya,1.0,1.0
achyadi,0.0,1.0
achyan,0.0,3.0
achyana,1.0,0.0
achyani,2.0,3.0
achyanie,0.0,1.0
achyanuddin,0.0,1.0
achyany,1.0,0.0
achyar,1.0,24.0
achyard,0.0,1.0
achyarul,0.0,1.0
achyat,0.0,1.0
achyati,1.0,0.0
achymad,0.0,1.0
achzab,0.0,1.0
achzani,0.0,1.0
aci,12.0,12.0
aciana,1.0,0.0
acid,0.0,1.0
aciek,1.0,0.0
acih,2.0,0.0
acihwasi,0.0,1.0
acik,1.0,0.0
acika,1.0,0.0
acil,12.0,9.0
aciliya,0.0,1.0
acilla,1.0,0.0
acim,0.0,1.0
acima,1.0,0.0
acin,2.0,3.0
acing,0.0,3.0
acintiya,1.0,0.0
acintya,5.0,0.0
acip,0.0,1.0
acis,1.0,1.0
acita,1.0,0.0
aciu,1.0,2.0
ackerman,0.0,1.0
ackhil,0.0,1.0
ackhmad,0.0,2.0
ackorah,1.0,0.0
acksyam,0.0,1.0
acksyavi,0.0,1.0
acma,0.0,1.0
acmad,1.0,14.0
acmadi,0.0,2.0
acmaina,1.0,0.0
acmat,0.0,3.0
acmed,0.0,1.0
acmo,1.0,0.0
acnes,1.0,0.0
acni,1.0,0.0
aco,1.0,78.0
acob,0.0,1.0
acoe,0.0,1.0
acok,0.0,6.0
acoldi,0.0,1.0
acon,0.0,1.0
acong,1.0,21.0
acord,0.0,1.0
acosta,1.0,0.0
acoustia,1.0,0.0
acoweani,1.0,0.0
acoweanim,0.0,1.0
acquila,4.0,0.0
acquina,1.0,0.0
acri,1.0,0.0
acril,0.0,1.0
actakurniawati,1.0,0.0
acthar,0.0,1.0
activa,1.0,0.0
actor,0.0,1.0
actovianus,0.0,1.0
acu,1.0,1.0
acuang,0.0,1.0
acuh,0.0,1.0
acui,0.0,1.0
acuk,0.0,2.0
acum,0.0,1.0
acun,1.0,8.0
acung,0.0,1.0
acup,0.0,1.0
acvinasyah,0.0,1.0
acviranti,1.0,0.0
acxel,0.0,2.0
acya,1.0,0.0
acyuta,2.0,2.0
aczanul,0.0,1.0
ad,14.0,35.0
ada,14.0,12.0
adabi,0.0,16.0
adabillah,0.0,1.0
adabiy,0.0,1.0
adaby,0.0,11.0
adad,0.0,1.0
adadi,0.0,1.0
adafa,0.0,1.0
adafik,0.0,1.0
adah,13.0,0.0
adaha,2.0,5.0
adahah,1.0,0.0
adahwiyah,1.0,0.0
adak,0.0,2.0
adakalilah,1.0,0.0
adalbertus,0.0,1.0
adali,1.0,0.0
adalia,2.0,0.0
adalicia,1.0,0.0
adaline,4.0,0.0
adam,29.0,1137.0
adama,2.0,16.0
adamar,0.0,1.0
adami,1.0,2.0
adams,2.0,7.0
adamsyah,0.0,2.0
adamus,0.0,1.0
adamusalam,0.0,1.0
adan,0.0,7.0
adana,1.0,0.0
adanady,0.0,1.0
adanan,0.0,1.0
adanas,0.0,1.0
adang,0.0,19.0
adani,14.0,11.0
adania,1.0,1.0
adaniah,1.0,0.0
adannava,1.0,0.0
adannianto,0.0,2.0
adanu,0.0,2.0
adapura,2.0,0.0
adara,61.0,0.0
adari,1.0,0.0
adariani,1.0,0.0
adarie,0.0,1.0
adarlis,0.0,1.0
adas,0.0,3.0
adasia,2.0,0.0
adat,0.0,1.0
adati,1.0,0.0
adauiah,1.0,0.0
adauwiah,3.0,0.0
adauwiyah,6.0,0.0
adava,0.0,1.0
adawah,1.0,0.0
adawi,1.0,0.0
adawia,5.0,0.0
adawiah,117.0,1.0
adawiatul,1.0,0.0
adawiya,5.0,0.0
adawiyah,518.0,1.0
adawiyahr,1.0,0.0
adawiyatul,3.0,0.0
adawiyatus,1.0,0.0
adawiytah,1.0,0.0
adawiyyah,12.0,0.0
adawyah,3.0,0.0
adawyyah,1.0,0.0
adbert,0.0,1.0
adbizar,0.0,1.0
adbul,0.0,1.0
adda,1.0,1.0
addafiah,1.0,0.0
addahri,0.0,1.0
addakhil,0.0,2.0
addam,0.0,1.0
addaniyala,2.0,1.0
addanto,0.0,1.0
addaqil,0.0,1.0
addaqiqi,0.0,1.0
addar,0.0,5.0
addara,5.0,0.0
addaraqutni,0.0,1.0
addarjah,1.0,0.0
addarukutni,0.0,1.0
addaruquthni,0.0,1.0
addasiah,1.0,0.0
addausy,0.0,1.0
addavi,0.0,1.0
addawam,0.0,1.0
addawiah,3.0,0.0
addawiyah,6.0,0.0
adde,0.0,5.0
addela,1.0,1.0
addelia,1.0,0.0
addelina,1.0,0.0
addeng,1.0,0.0
adderi,0.0,1.0
addhawiyah,1.0,0.0
addhi,0.0,1.0
addhien,0.0,1.0
addhiyaa,0.0,1.0
addhohiru,0.0,1.0
addi,0.0,7.0
addia,1.0,0.0
addiany,1.0,0.0
addiba,3.0,0.0
addie,0.0,2.0
addien,2.0,5.0
addienz,0.0,1.0
addiina,0.0,1.0
addili,0.0,1.0
addilla,0.0,1.0
addima,2.0,1.0
addin,6.0,19.0
addina,4.0,0.0
addinanur,1.0,0.0
addinaturrohmah,1.0,0.0
addinda,1.0,0.0
addiniansyah,0.0,1.0
addiniyah,1.0,0.0
addiniyati,1.0,0.0
addintha,1.0,0.0
addinu,0.0,3.0
addiny,0.0,1.0
addisyah,1.0,0.0
addiya,0.0,1.0
addiza,1.0,0.0
addli,0.0,1.0
addof,0.0,1.0
addreinu,1.0,0.0
addrian,0.0,2.0
addriana,2.0,0.0
addriela,2.0,0.0
addriella,1.0,0.0
addris,0.0,1.0
addristi,1.0,0.0
addroni,0.0,1.0
addry,0.0,2.0
addu,0.0,1.0
adduha,0.0,1.0
addul,0.0,1.0
adduran,0.0,1.0
addurun,0.0,2.0
addurunnafis,1.0,1.0
addus,0.0,1.0
addwin,0.0,2.0
addy,3.0,13.0
addya,0.0,1.0
addyla,1.0,0.0
addyna,1.0,0.0
addzakiroh,1.0,0.0
addzikro,0.0,1.0
addzorif,0.0,1.0
ade,651.0,1189.0
adea,6.0,1.0
adeal,0.0,1.0
adealviro,1.0,0.0
adeansyah,0.0,1.0
adeanti,1.0,0.0
adeardus,0.0,1.0
adearly,0.0,1.0
adeastika,1.0,0.0
adeba,2.0,0.0
adebaret,0.0,1.0
adebiya,1.0,0.0
adeby,0.0,1.0
adechrista,1.0,0.0
adecia,1.0,0.0
adedya,0.0,1.0
adee,0.0,4.0
adeeb,0.0,1.0
adeeba,2.0,0.0
adeebah,1.0,0.0
adeefa,3.0,0.0
adeega,1.0,0.0
adeela,1.0,0.0
adeelia,1.0,0.0
adeena,6.0,0.0
adeera,4.0,0.0
adeeva,166.0,3.0
adeevasyahirah,1.0,0.0
adeevatan,1.0,0.0
adeevia,1.0,0.0
adefa,8.0,2.0
adefelia,1.0,0.0
adeffa,5.0,0.0
adefi,1.0,1.0
adefretti,1.0,0.0
adefva,0.0,1.0
adeh,3.0,0.0
adeha,0.0,4.0
adeham,0.0,2.0
adehasinta,1.0,0.0
adei,0.0,1.0
adeira,2.0,0.0
adejuna,0.0,1.0
adek,1.0,5.0
adeka,1.0,0.0
adeke,1.0,0.0
adekia,1.0,0.0
adekita,1.0,0.0
adekya,0.0,1.0
adel,21.0,8.0
adela,84.0,1.0
adelah,1.0,0.0
adelaida,2.0,0.0
adelaide,7.0,0.0
adelan,0.0,1.0
adelani,2.0,2.0
adelansyah,0.0,1.0
adelar,0.0,1.0
adelard,0.0,21.0
adelardo,0.0,2.0
adelberta,2.0,0.0
adelbertris,1.0,0.0
adelbertus,0.0,8.0
adelbi,0.0,1.0
adelcia,1.0,0.0
adele,3.0,1.0
adelea,1.0,0.0
adeleida,2.0,0.0
adeleidha,1.0,0.0
adelelas,0.0,1.0
adeleni,1.0,0.0
adeleon,0.0,1.0
adelexa,1.0,0.0
adelexo,1.0,0.0
adeleyna,1.0,0.0
adelfa,3.0,0.0
adelfanny,1.0,0.0
adelfi,1.0,0.0
adelfia,1.0,0.0
adelfien,1.0,0.0
adelfina,2.0,0.0
adelheid,1.0,1.0
adelhia,1.0,0.0
adeli,0.0,2.0
adelia,1001.0,2.0
adeliah,1.0,0.0
adelian,0.0,1.0
adeliana,14.0,0.0
adeliani,3.0,0.0
adeliansyah,1.0,1.0
adeliant,2.0,1.0
adeliaputri,1.0,0.0
adeliarafafatina,1.0,0.0
adeliarianto,1.0,0.0
adeliasari,1.0,0.0
adelicka,1.0,0.0
adelie,1.0,0.0
adeliea,1.0,0.0
adelien,1.0,0.0
adelika,1.0,0.0
adelila,1.0,0.0
adelima,2.0,0.0
adelin,10.0,0.0
adelina,56.0,0.0
adelinda,1.0,0.0
adeline,26.0,0.0
adeling,1.0,0.0
adelino,0.0,3.0
adelio,0.0,48.0
adelionata,0.0,1.0
adelisa,2.0,0.0
adelisha,1.0,0.0
adelita,12.0,0.0
adelitha,1.0,0.0
adelithza,1.0,0.0
adelitta,2.0,0.0
adeliya,24.0,0.0
adeliyana,1.0,0.0
adeliyanasa,1.0,0.0
adell,1.0,0.0
adella,79.0,1.0
adellando,0.0,1.0
adelle,8.0,0.0
adellia,73.0,0.0
adelliane,1.0,0.0
adelliani,1.0,0.0
adellina,2.0,0.0
adelline,1.0,0.0
adellio,0.0,3.0
adellita,2.0,0.0
adellitta,1.0,0.0
adelliya,2.0,0.0
adellsa,1.0,0.0
adelluna,1.0,0.0
adelly,1.0,0.0
adellya,4.0,0.0
adelmonika,1.0,0.0
adelova,1.0,0.0
adelowys,1.0,0.0
adelpho,0.0,1.0
adelric,0.0,1.0
adelsi,1.0,0.0
adeltio,0.0,1.0
adeltus,0.0,1.0
adelus,0.0,1.0
adelvia,1.0,0.0
adelweis,1.0,0.0
adelwiena,1.0,0.0
adelwin,1.0,1.0
adelwine,1.0,0.0
adelwis,1.0,0.0
adelya,52.0,0.0
adelyah,1.0,0.0
adelyana,1.0,0.0
adelyani,1.0,0.0
adelyn,2.0,0.0
adelyna,1.0,0.0
adelyne,1.0,0.0
adelynne,1.0,0.0
adelyo,0.0,2.0
adelyta,2.0,0.0
adelza,2.0,0.0
adem,1.0,0.0
ademahira,1.0,0.0
ademai,1.0,0.0
ademark,0.0,1.0
ademaro,0.0,1.0
ademeka,1.0,0.0
ademin,0.0,1.0
ademoy,1.0,0.0
aden,2.0,26.0
adena,7.0,2.0
adenah,0.0,1.0
adenan,3.0,41.0
adenani,0.0,5.0
adenanie,0.0,1.0
adenanny,1.0,1.0
adenansyah,0.0,3.0
adenantera,0.0,1.0
adenany,0.0,2.0
adenara,0.0,2.0
adenata,0.0,3.0
adenatria,1.0,0.0
adenaya,3.0,0.0
adendha,1.0,0.0
adendra,0.0,1.0
adeneha,1.0,0.0
adeng,1.0,4.0
adenhi,0.0,1.0
adeni,1.0,0.0
adenia,9.0,0.0
adeniar,1.0,0.0
adenil,0.0,1.0
adenin,2.0,1.0
adenio,0.0,1.0
adeniyah,1.0,0.0
adenna,1.0,0.0
adenni,0.0,1.0
adennia,2.0,0.0
adennino,0.0,1.0
adenny,0.0,1.0
adeno,1.0,1.0
adenouva,0.0,1.0
adensius,0.0,1.0
adentha,0.0,1.0
adentiwa,0.0,1.0
adenur,0.0,1.0
adeo,1.0,0.0
adeodatus,0.0,3.0
adeola,1.0,0.0
adeolla,1.0,0.0
adep,0.0,1.0
adepradana,0.0,1.0
adeputra,0.0,4.0
adeputranto,0.0,1.0
adeputri,1.0,0.0
ader,0.0,1.0
adera,12.0,3.0
aderald,0.0,2.0
adercia,1.0,0.0
adereza,0.0,1.0
aderi,0.0,2.0
aderia,4.0,0.0
aderiani,2.0,1.0
aderiansyah,0.0,1.0
aderianti,2.0,0.0
aderika,1.0,0.0
aderin,1.0,0.0
aderio,0.0,1.0
ades,1.0,2.0
adesaputra,0.0,1.0
adesaputro,0.0,1.0
adescanius,0.0,1.0
adesetma,1.0,0.0
adeshilla,1.0,0.0
adesia,2.0,0.0
adeska,1.0,0.0
adesna,0.0,1.0
adesona,1.0,0.0
adesta,0.0,4.0
adestha,0.0,2.0
adesti,3.0,0.0
adestia,2.0,0.0
adestira,0.0,1.0
adesty,1.0,0.0
adestya,3.0,0.0
adestyawan,0.0,1.0
adesuyanto,0.0,1.0
adesya,2.0,0.0
adeszaina,1.0,0.0
adeta,0.0,1.0
adethya,1.0,0.0
adethyas,1.0,0.0
adetia,6.0,6.0
adetika,1.0,0.0
adetiya,1.0,2.0
adettya,0.0,1.0
adetya,8.0,23.0
adev,0.0,1.0
adeva,27.0,1.0
adevanta,1.0,0.0
adevia,6.0,0.0
adeviana,1.0,0.0
adevira,1.0,0.0
adeviya,1.0,0.0
adevva,1.0,0.0
adewa,0.0,1.0
adewahyudin,0.0,1.0
adewan,0.0,1.0
adewarman,0.0,1.0
adewena,0.0,1.0
adeweyeh,1.0,0.0
adewiah,2.0,0.0
adewijaya,0.0,1.0
adewiyah,6.0,0.0
adeya,3.0,0.0
adeyan,0.0,1.0
adeyanto,0.0,1.0
adeyanur,0.0,1.0
adezta,1.0,0.0
adezulia,1.0,0.0
adfa,0.0,1.0
adfakhori,0.0,1.0
adfan,0.0,1.0
adfatama,0.0,1.0
adfendi,0.0,1.0
adfi,0.0,1.0
adfif,0.0,1.0
adfilal,0.0,1.0
adfilia,0.0,1.0
adfinda,2.0,0.0
adfinokayden,0.0,1.0
adh,1.0,1.0
adha,202.0,378.0
adhaby,0.0,1.0
adhadi,0.0,3.0
adhadianawaty,1.0,0.0
adhadina,2.0,0.0
adhadinata,0.0,1.0
adhadiputra,0.0,1.0
adhafikri,0.0,1.0
adhaina,1.0,0.0
adhairiyah,1.0,0.0
adhajah,1.0,0.0
adhalia,10.0,0.0
adhaliadini,1.0,0.0
adhaliawati,1.0,0.0
adhalika,1.0,0.0
adham,1.0,29.0
adhama,0.0,1.0
adhamar,0.0,1.0
adhamsyah,0.0,1.0
adhan,0.0,12.0
adhana,3.0,1.0
adhanan,0.0,1.0
adhanancy,1.0,0.0
adhanansy,0.0,1.0
adhanasya,1.0,0.0
adhanata,0.0,1.0
adhandi,0.0,1.0
adhanesa,1.0,0.0
adhani,11.0,6.0
adhania,8.0,0.0
adhanianova,1.0,0.0
adhansyah,0.0,1.0
adhanto,0.0,1.0
adhanur,0.0,1.0
adhany,1.0,0.0
adhar,6.0,27.0
adhara,3.0,0.0
adharani,1.0,0.0
adharasya,0.0,1.0
adhari,0.0,8.0
adhariah,2.0,0.0
adhariana,3.0,0.0
adhariani,5.0,0.0
adhariansyah,0.0,2.0
adharianto,0.0,1.0
adhariany,1.0,0.0
adharif,0.0,1.0
adharinarti,1.0,0.0
adharis,0.0,1.0
adharisah,1.0,0.0
adharisty,1.0,0.0
adharivaldhi,0.0,1.0
adhariyani,1.0,0.0
adhariyanto,0.0,1.0
adhariyati,1.0,0.0
adharoni,0.0,1.0
adharya,0.0,1.0
adharyadi,0.0,1.0
adharyani,1.0,0.0
adharyanti,1.0,0.0
adhasalim,0.0,1.0
adhasari,2.0,0.0
adhawasyifa,1.0,0.0
adhawati,2.0,0.0
adhawiah,1.0,0.0
adhawiya,2.0,0.0
adhawiyah,11.0,0.0
adhawyah,1.0,0.0
adhayana,1.0,0.0
adhayani,2.0,0.0
adhayanto,0.0,1.0
adhayasta,0.0,1.0
adhayati,1.0,0.0
adhe,50.0,72.0
adhea,2.0,0.0
adheaksa,0.0,1.0
adheanni,1.0,0.0
adheasta,0.0,1.0
adheen,0.0,1.0
adheesa,0.0,1.0
adheeva,2.0,0.0
adhefa,1.0,0.0
adheferry,0.0,1.0
adheillya,1.0,0.0
adhek,0.0,1.0
adhekayana,1.0,0.0
adhel,1.0,0.0
adhela,5.0,0.0
adheleida,2.0,0.0
adhelia,41.0,0.0
adheliana,1.0,0.0
adhelina,1.0,0.0
adheline,1.0,0.0
adhelio,0.0,1.0
adheliya,2.0,0.0
adhella,7.0,0.0
adhellia,3.0,0.0
adhely,1.0,0.0
adhelya,6.0,0.0
adhen,0.0,4.0
adhena,1.0,0.0
adhenan,0.0,1.0
adheny,0.0,1.0
adhepamongkas,0.0,1.0
adhepia,1.0,0.0
adhera,3.0,0.0
adhestya,0.0,1.0
adhesz,0.0,1.0
adhetia,0.0,1.0
adhetya,1.0,1.0
adheva,3.0,0.0
adhevia,1.0,0.0
adhevtian,0.0,1.0
adhewiyeh,1.0,0.0
adhey,0.0,1.0
adhfil,0.0,1.0
adhha,1.0,0.0
adhi,4.0,176.0
adhia,3.0,1.0
adhiaksa,0.0,1.0
adhiani,1.0,0.0
adhianthi,1.0,0.0
adhianto,0.0,3.0
adhianur,0.0,1.0
adhiar,0.0,1.0
adhiasta,0.0,5.0
adhiatma,0.0,5.0
adhiatsa,0.0,1.0
adhib,0.0,5.0
adhiba,6.0,0.0
adhibarata,0.0,1.0
adhibima,0.0,1.0
adhibrata,0.0,1.0
adhid,0.0,1.0
adhidarma,0.0,2.0
adhie,2.0,18.0
adhiedtya,0.0,1.0
adhiel,0.0,2.0
adhiem,0.0,1.0
adhiendoko,0.0,1.0
adhierifqi,0.0,1.0
adhiestia,1.0,0.0
adhiesty,2.0,0.0
adhietya,0.0,1.0
adhietyarini,1.0,0.0
adhifa,4.0,2.0
adhigama,1.0,1.0
adhigana,0.0,2.0
adhiguna,0.0,5.0
adhik,1.0,0.0
adhika,2.0,4.0
adhikara,0.0,2.0
adhikarapandita,1.0,0.0
adhikari,0.0,1.0
adhiktya,0.0,1.0
adhil,0.0,1.0
adhila,5.0,1.0
adhilah,1.0,0.0
adhilla,2.0,0.0
adhillah,0.0,1.0
adhiluhung,0.0,1.0
adhim,0.0,22.0
adhima,0.0,2.0
adhimas,0.0,1.0
adhimin,0.0,1.0
adhimulya,1.0,3.0
adhimursandi,0.0,1.0
adhina,3.0,0.0
adhinata,1.0,5.0
adhinatha,0.0,1.0
adhinda,5.0,0.0
adhindha,2.0,0.0
adhinegara,0.0,1.0
adhini,4.0,0.0
adhinugraha,0.0,1.0
adhiostina,1.0,0.0
adhipramana,0.0,3.0
adhipratama,0.0,3.0
adhipurha,0.0,1.0
adhiputra,0.0,1.0
adhira,3.0,1.0
adhirafiah,1.0,0.0
adhirajasa,0.0,3.0
adhiratma,0.0,1.0
adhis,2.0,0.0
adhisa,1.0,1.0
adhisaputra,0.0,1.0
adhista,2.0,0.0
adhistana,0.0,1.0
adhisthana,1.0,0.0
adhisti,4.0,1.0
adhistiana,1.0,0.0
adhistie,2.0,0.0
adhistio,0.0,1.0
adhistira,0.0,2.0
adhisty,6.0,0.0
adhistya,1.0,1.0
adhisya,2.0,0.0
adhit,0.0,2.0
adhita,3.0,4.0
adhitama,2.0,42.0
adhitaqwan,0.0,1.0
adhitasya,1.0,0.0
adhithia,0.0,1.0
adhithya,0.0,2.0
adhitia,3.0,17.0
adhitiawarman,0.0,1.0
adhitiya,0.0,8.0
adhitiyah,0.0,1.0
adhitya,8.0,217.0
adhityastri,1.0,0.0
adhityawan,0.0,1.0
adhityawarman,0.0,2.0
adhityo,0.0,2.0
adhivano,0.0,1.0
adhiwan,0.0,1.0
adhiwana,0.0,1.0
adhiwarman,0.0,3.0
adhiwijaya,0.0,1.0
adhiya,3.0,2.0
adhiyah,2.0,0.0
adhiyaksa,3.0,9.0
adhiyaksha,0.0,1.0
adhiyan,0.0,1.0
adhiyani,2.0,0.0
adhiyanto,0.0,1.0
adhiyasa,0.0,3.0
adhiyasta,0.0,3.0
adhiyastha,0.0,1.0
adhiyat,0.0,1.0
adhiyati,1.0,0.0
adhiyatma,0.0,2.0
adhiyatsa,0.0,1.0
adhlaa,1.0,0.0
adhlan,0.0,2.0
adhli,0.0,1.0
adhmadefa,1.0,1.0
adholpina,2.0,0.0
adhonia,1.0,0.0
adhra,2.0,0.0
adhraa,0.0,1.0
adhrean,0.0,1.0
adhri,0.0,2.0
adhriatna,0.0,1.0
adhwa,43.0,6.0
adhwaa,7.0,1.0
adhy,0.0,40.0
adhya,1.0,9.0
adhyadinata,0.0,1.0
adhyagarini,1.0,0.0
adhyakara,0.0,1.0
adhyaksa,0.0,11.0
adhyan,0.0,1.0
adhyani,0.0,1.0
adhyans,0.0,1.0
adhyasari,1.0,0.0
adhyasta,3.0,32.0
adhyastha,0.0,55.0
adhyat,0.0,1.0
adhyatama,0.0,1.0
adhyatma,2.0,11.0
adhyatsa,0.0,4.0
adhyatsaputra,0.0,1.0
adhyawati,1.0,0.0
adhyesta,0.0,1.0
adhyia,0.0,1.0
adhyla,1.0,0.0
adhynta,1.0,0.0
adhynugraha,0.0,1.0
adhyra,0.0,2.0
adhyreksa,0.0,1.0
adhyt,0.0,1.0
adhytama,0.0,2.0
adhytia,2.0,4.0
adhytiya,0.0,1.0
adhytya,0.0,4.0
adhywarna,0.0,1.0
adhzwa,1.0,0.0
adi,72.0,2745.0
adia,26.0,4.0
adiagarini,1.0,0.0
adiah,0.0,1.0
adiaka,0.0,1.0
adiaksa,0.0,4.0
adiaksya,0.0,2.0
